slug,title_ar,status,issue_date_hijri,issue_date_gregorian,publish_date_hijri,publish_date_gregorian,effective_date_hijri,effective_date_gregorian,organized_source,knowledge_file,document_scope,catalog_source,version_status,version_status_label_ar,historical_versions_available,recent_update_note,article_count,paragraph_count,indexable_paragraph_count,text_chars,verbatim_chars,citation_base_ar,official_source_url_primary,verbatim_file
nzam-mjls-alwzraa,نظام مجلس الوزراء,ساري,1414/03/03 هـ الموافق : 20/08/1993 مـ,1993-08-20,1414/03/10 هـ الموافق : 27/08/1993 مـ,1993-08-27,1414/03/10 هـ الموافق : 27/08/1993 مـ,1993-08-27,documents/saudi_regulations/official_latest/nzam-mjls-alwzraa.pdf,documents/knowledge/saudi_regulations/nzam-mjls-alwzraa.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,32,41,41,6265,6408,نظام مجلس الوزراء,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/93e87aa7-f344-4711-b97c-a9a700f1662b/1,data/structured/verbatim_texts/nzam-mjls-alwzraa.txt
nzam-mhakmh-alwzraa,نظام محاكمة الوزراء,ساري,1380/01/01 هـ الموافق : 25/06/1960 مـ,1960-06-25,1380/01/01 هـ الموافق : 25/06/1960 مـ,1960-06-25,1380/01/01 هـ الموافق : 25/06/1960 مـ,1960-06-25,documents/saudi_regulations/official_latest/nzam-mhakmh-alwzraa.pdf,documents/knowledge/saudi_regulations/nzam-mhakmh-alwzraa.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,27,35,35,6850,6883,نظام محاكمة الوزراء,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/e143d9d5-1889-45d8-8d99-a9a700f263cd/1,data/structured/verbatim_texts/nzam-mhakmh-alwzraa.txt
nzam-mhlat-bya-almrkbat-almlgha-tsjylha,نظام محلات بيع المركبات الملغى تسجيلها,ساري,1422/01/01 هـ الموافق : 26/03/2001 مـ,2001-03-26,1422/01/01 هـ الموافق : 26/03/2001 مـ,2001-03-26,1422/01/01 هـ الموافق : 26/03/2001 مـ,2001-03-26,documents/saudi_regulations/official_latest/nzam-mhlat-bya-almrkbat-almlgha-tsjylha.pdf,documents/knowledge/saudi_regulations/nzam-mhlat-bya-almrkbat-almlgha-tsjylha.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,10,11,11,1866,1894,نظام محلات بيع المركبات الملغى تسجيلها,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/cf510039-d022-421f-9901-a9a700f1a8a0/1,data/structured/verbatim_texts/nzam-mhlat-bya-almrkbat-almlgha-tsjylha.txt
nzam-mraqbh-albnwk,نظام مراقبة البنوك,ساري,1386/01/01 هـ الموافق : 21/04/1966 مـ,1966-04-21,1386/01/01 هـ الموافق : 21/04/1966 مـ,1966-04-21,1386/01/01 هـ الموافق : 21/04/1966 مـ,1966-04-21,documents/saudi_regulations/official_latest/nzam-mraqbh-albnwk.pdf,documents/knowledge/saudi_regulations/nzam-mraqbh-albnwk.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,26,51,51,14296,14301,نظام مراقبة البنوك,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/8f70dc63-dd9a-4734-9216-a9a700f2c78c/1,data/structured/verbatim_texts/nzam-mraqbh-albnwk.txt
nzam-mraqbh-shrkat-altamyn-altaawny,نظام مراقبة شركات التأمين التعاوني,ساري,1424/06/02 هـ الموافق : 31/07/2003 مـ,2003-07-31,1424/06/24 هـ الموافق : 22/08/2003 مـ,2003-08-22,1424/06/24 هـ الموافق : 22/08/2003 مـ,2003-08-22,documents/saudi_regulations/official_latest/nzam-mraqbh-shrkat-altamyn-altaawny.pdf,documents/knowledge/saudi_regulations/nzam-mraqbh-shrkat-altamyn-altaawny.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,25,41,41,10629,11174,نظام مراقبة شركات التأمين التعاوني,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/3e3c6fc3-9a45-4a0e-b28e-a9a700f1ad14/1,data/structured/verbatim_texts/nzam-mraqbh-shrkat-altamyn-altaawny.txt
nzam-mraqbh-shrkat-altmwyl,نظام مراقبة شركات التمويل,ساري,1433/08/13 هـ الموافق : 03/07/2012 مـ,2012-07-03,1433/10/13 هـ الموافق : 31/08/2012 مـ,2012-08-31,1433/10/13 هـ الموافق : 31/08/2012 مـ,2012-08-31,documents/saudi_regulations/official_latest/nzam-mraqbh-shrkat-altmwyl.pdf,documents/knowledge/saudi_regulations/nzam-mraqbh-shrkat-altmwyl.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,40,124,124,13513,13514,نظام مراقبة شركات التمويل,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f53c97f5-d253-4828-89d4-a9a700f2d829/1,data/structured/verbatim_texts/nzam-mraqbh-shrkat-altmwyl.txt
nzam-mzawlh-almhn-alshyh,نظام مزاولة المهن الصحية,ساري,1426/11/04 هـ الموافق : 06/12/2005 مـ,2005-12-06,1426/11/28 هـ الموافق : 30/12/2005 مـ,2005-12-30,1426/11/28 هـ الموافق : 30/12/2005 مـ,2005-12-30,documents/saudi_regulations/official_latest/nzam-mzawlh-almhn-alshyh.pdf,documents/knowledge/saudi_regulations/nzam-mzawlh-almhn-alshyh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,44,76,76,15168,15432,نظام مزاولة المهن الصحية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f1de206c-eef4-4a76-904a-a9a700f2899a/1,data/structured/verbatim_texts/nzam-mzawlh-almhn-alshyh.txt
nzam-mzawlh-almhn-alhndsyh,نظام مزاولة المهن الهندسية,ساري,1438/04/19 هـ الموافق : 17/01/2017 مـ,2017-01-17,1438/05/06 هـ الموافق : 03/02/2017 مـ,2017-02-03,1438/05/06 هـ الموافق : 03/02/2017 مـ,2017-02-03,documents/saudi_regulations/official_latest/nzam-mzawlh-almhn-alhndsyh.pdf,documents/knowledge/saudi_regulations/nzam-mzawlh-almhn-alhndsyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,17,34,34,4994,5009,نظام مزاولة المهن الهندسية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ebb751a1-6f0b-4595-9736-a9a700f1f47b/1,data/structured/verbatim_texts/nzam-mzawlh-almhn-alhndsyh.txt
nzam-mzawlh-nql-alnqwd-walmaadn-althmynh-walmstndat-dhat-alqymh,نظام مزاولة نقل النقود والمعادن الثمينة والمستندات ذات القيمة,ساري,1428/10/18 هـ الموافق : 30/10/2007 مـ,2007-10-30,1428/10/28 هـ الموافق : 09/11/2007 مـ,2007-11-09,1428/10/28 هـ الموافق : 09/11/2007 مـ,2007-11-09,documents/saudi_regulations/official_latest/nzam-mzawlh-nql-alnqwd-walmaadn-althmynh-walmstndat-dhat-alqymh.pdf,documents/knowledge/saudi_regulations/nzam-mzawlh-nql-alnqwd-walmaadn-althmynh-walmstndat-dhat-alqymh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,17,29,29,4967,5148,نظام مزاولة نقل النقود والمعادن الثمينة والمستندات ذات القيمة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2640f5ff-1f7b-49fc-a57c-a9a700f192c9/1,data/structured/verbatim_texts/nzam-mzawlh-nql-alnqwd-walmaadn-althmynh-walmstndat-dhat-alqymh.txt
nzam-mtahn-intaj-aldqyq,نظام مطاحن إنتاج الدقيق,ساري,1439/08/16 هـ الموافق : 02/05/2018 مـ,2018-05-02,1439/09/02 هـ الموافق : 17/05/2018 مـ,2018-05-17,1439/09/02 هـ الموافق : 17/05/2018 مـ,2018-05-17,documents/saudi_regulations/official_latest/nzam-mtahn-intaj-aldqyq.pdf,documents/knowledge/saudi_regulations/nzam-mtahn-intaj-aldqyq.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,29,58,58,6941,6943,نظام مطاحن إنتاج الدقيق,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/7dd058e6-3f77-4eaa-a069-a9f801447c70/1,data/structured/verbatim_texts/nzam-mtahn-intaj-aldqyq.txt
nzam-maaljh-almnshat-almalyh-almhmh,نظام معالجة المنشآت المالية المهمة,ساري,1442/04/25 هـ الموافق : 10/12/2020 مـ,2020-12-10,1442/05/03 هـ الموافق : 18/12/2020 مـ,2020-12-18,1442/05/03 هـ الموافق : 18/12/2020 مـ,2020-12-18,documents/saudi_regulations/official_latest/nzam-maaljh-almnshat-almalyh-almhmh.pdf,documents/knowledge/saudi_regulations/nzam-maaljh-almnshat-almalyh-almhmh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,38,250,250,33484,33487,نظام معالجة المنشآت المالية المهمة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/82b804f6-0075-47c2-a772-acc4002f8b3e/1,data/structured/verbatim_texts/nzam-maaljh-almnshat-almalyh-almhmh.txt
nzam-mahd-alidarh-alaamh,نظام معهد الإدارة العامة,ساري,1426/08/02 هـ الموافق : 06/09/2005 مـ,2005-09-06,1426/09/11 هـ الموافق : 14/10/2005 مـ,2005-10-14,1426/09/11 هـ الموافق : 14/10/2005 مـ,2005-10-14,documents/saudi_regulations/official_latest/nzam-mahd-alidarh-alaamh.pdf,documents/knowledge/saudi_regulations/nzam-mahd-alidarh-alaamh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,17,30,30,7126,7145,نظام معهد الإدارة العامة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/7797548e-f8c5-4042-a383-a9a700f1fe68/1,data/structured/verbatim_texts/nzam-mahd-alidarh-alaamh.txt
nzam-mahd-aldrasat-aldblwmasyh,نظام معهد الدراسات الدبلوماسية,ساري,1403/09/08 هـ الموافق : 19/06/1983 مـ,1983-06-19,1403/10/19 هـ الموافق : 29/07/1983 مـ,1983-07-29,1403/10/19 هـ الموافق : 29/07/1983 مـ,1983-07-29,documents/saudi_regulations/official_latest/nzam-mahd-aldrasat-aldblwmasyh.pdf,documents/knowledge/saudi_regulations/nzam-mahd-aldrasat-aldblwmasyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,12,16,16,3483,3509,نظام معهد الدراسات الدبلوماسية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/b3f0cb3a-6338-4995-91d7-a9a700f1fad2/1,data/structured/verbatim_texts/nzam-mahd-aldrasat-aldblwmasyh.txt
nzam-mqdmy-khdmh-hjaj-alkharj,نظام مقدمي خدمة حجاج الخارج,ساري,1440/09/17 هـ الموافق : 22/05/2019 مـ,2019-05-22,1440/10/03 هـ الموافق : 06/06/2019 مـ,2019-06-06,1440/10/03 هـ الموافق : 06/06/2019 مـ,2019-06-06,documents/saudi_regulations/official_latest/nzam-mqdmy-khdmh-hjaj-alkharj.pdf,documents/knowledge/saudi_regulations/nzam-mqdmy-khdmh-hjaj-alkharj.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,24,75,75,9325,9329,نظام مقدمي خدمة حجاج الخارج,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/962235c2-9fa8-4c1a-b835-aa6400dd851e/1,data/structured/verbatim_texts/nzam-mqdmy-khdmh-hjaj-alkharj.txt
nzam-mkafhh-alahtyal-almaly-wkhyanh-alamanh,نظام مكافحة الاحتيال المالي وخيانة الأمانة,ساري,1442/09/10 هـ الموافق : 22/04/2021 مـ,2021-04-22,1442/09/18 هـ الموافق : 30/04/2021 مـ,2021-04-30,1442/09/18 هـ الموافق : 30/04/2021 مـ,2021-04-30,documents/saudi_regulations/official_latest/nzam-mkafhh-alahtyal-almaly-wkhyanh-alamanh.pdf,documents/knowledge/saudi_regulations/nzam-mkafhh-alahtyal-almaly-wkhyanh-alamanh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,11,13,13,2416,2416,نظام مكافحة الاحتيال المالي وخيانة الأمانة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/905e11b3-4d66-496c-9c1b-ad240106367f/1,data/structured/verbatim_texts/nzam-mkafhh-alahtyal-almaly-wkhyanh-alamanh.txt
nzam-mkafhh-altdkhyn,نظام مكافحة التدخين,ساري,1436/07/28 هـ الموافق : 17/05/2015 مـ,2015-05-17,1436/09/02 هـ الموافق : 19/06/2015 مـ,2015-06-19,1436/09/02 هـ الموافق : 19/06/2015 مـ,2015-06-19,documents/saudi_regulations/official_latest/nzam-mkafhh-altdkhyn.pdf,documents/knowledge/saudi_regulations/nzam-mkafhh-altdkhyn.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,20,24,24,4386,4386,نظام مكافحة التدخين,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/93b6f7f3-1083-46e7-b30e-a9a700f291b0/1,data/structured/verbatim_texts/nzam-mkafhh-altdkhyn.txt
nzam-mkafhh-altstr,نظام مكافحة التستر,ساري,1442/01/01 هـ الموافق : 20/08/2020 مـ,2020-08-20,1442/01/09 هـ الموافق : 28/08/2020 مـ,2020-08-28,1442/01/09 هـ الموافق : 28/08/2020 مـ,2020-08-28,documents/saudi_regulations/official_latest/nzam-mkafhh-altstr.pdf,documents/knowledge/saudi_regulations/nzam-mkafhh-altstr.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,20,76,76,11968,11968,نظام مكافحة التستر,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/bf9e0aae-6df6-4785-a305-ac2300bd0856/1,data/structured/verbatim_texts/nzam-mkafhh-altstr.txt
nzam-mkafhh-altswl,نظام مكافحة التسول,ساري,1443/02/09 هـ الموافق : 16/09/2021 مـ,2021-09-16,1443/02/17 هـ الموافق : 24/09/2021 مـ,2021-09-24,1443/02/17 هـ الموافق : 24/09/2021 مـ,2021-09-24,documents/saudi_regulations/official_latest/nzam-mkafhh-altswl.pdf,documents/knowledge/saudi_regulations/nzam-mkafhh-altswl.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,10,27,27,3309,3309,نظام مكافحة التسول,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/61fa8a49-aa1b-49ed-b9ad-adaa00dc6272/1,data/structured/verbatim_texts/nzam-mkafhh-altswl.txt
nzam-mkafhh-alrshwh,نظام مكافحة الرشوة,ساري,1412/12/29 هـ الموافق : 30/06/1992 مـ,1992-06-30,1413/03/03 هـ الموافق : 31/08/1992 مـ,1992-08-31,1413/03/03 هـ الموافق : 31/08/1992 مـ,1992-08-31,documents/saudi_regulations/official_latest/nzam-mkafhh-alrshwh.pdf,documents/knowledge/saudi_regulations/nzam-mkafhh-alrshwh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,23,24,24,5955,6042,نظام مكافحة الرشوة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/75e963c8-9ff3-4d10-88a4-a9a700f17f21/1,data/structured/verbatim_texts/nzam-mkafhh-alrshwh.txt
commercial-fraud-law,نظام مكافحة الغش التجاري,جاري العمل على النظام,1429/04/23 هـ الموافق : 29/04/2008 مـ,2008-04-29,لم يتم تحديد تاريخ النشر,,لم يتم تحديد تاريخ النشر,2008-04-29,documents/saudi_regulations/official_latest/nzam-mkafhh-alghsh-altjary.pdf,documents/knowledge/saudi_regulations/nzam-mkafhh-alghsh-altjary.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,30,58,58,8497,8497,نظام مكافحة الغش التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/85eb2897-bec6-4c0c-b1d7-ac7c008ec09c/1,data/structured/verbatim_texts/commercial-fraud-law.txt
nzam-mkafhh-almkhdrat-walmwthrat-alaqlyh,نظام مكافحة المخدرات والمؤثرات العقلية,ساري,1426/07/08 هـ الموافق : 13/08/2005 مـ,2005-08-13,1426/08/12 هـ الموافق : 16/09/2005 مـ,2005-09-16,1426/08/12 هـ الموافق : 16/09/2005 مـ,2005-09-16,documents/saudi_regulations/official_latest/nzam-mkafhh-almkhdrat-walmwthrat-alaqlyh.pdf,documents/knowledge/saudi_regulations/nzam-mkafhh-almkhdrat-walmwthrat-alaqlyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,74,119,119,30924,31874,نظام مكافحة المخدرات والمؤثرات العقلية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/221b3286-a3c6-4ea4-97c7-a9a700f18273/1,data/structured/verbatim_texts/nzam-mkafhh-almkhdrat-walmwthrat-alaqlyh.txt
nzam-mkafhh-jraym-alirhab-wtmwylh,نظام مكافحة جرائم الإرهاب وتمويله,ساري,1439/02/12 هـ الموافق : 01/11/2017 مـ,2017-11-01,1439/02/12 هـ الموافق : 01/11/2017 مـ,2017-11-01,1439/02/12 هـ الموافق : 01/11/2017 مـ,2017-11-01,documents/saudi_regulations/official_latest/nzam-mkafhh-jraym-alirhab-wtmwylh.pdf,documents/knowledge/saudi_regulations/nzam-mkafhh-jraym-alirhab-wtmwylh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,96,187,187,40037,40037,نظام مكافحة جرائم الإرهاب وتمويله,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/57694209-3eed-46c7-a5d8-a9ed012761d4/1,data/structured/verbatim_texts/nzam-mkafhh-jraym-alirhab-wtmwylh.txt
nzam-mkafhh-jraym-alatjar-balashkhas,نظام مكافحة جرائم الاتجار بالأشخاص,ساري,1430/07/21 هـ الموافق : 14/07/2009 مـ,2009-07-14,1430/08/16 هـ الموافق : 07/08/2009 مـ,2009-08-07,1430/08/16 هـ الموافق : 07/08/2009 مـ,2009-08-07,documents/saudi_regulations/official_latest/nzam-mkafhh-jraym-alatjar-balashkhas.pdf,documents/knowledge/saudi_regulations/nzam-mkafhh-jraym-alatjar-balashkhas.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,17,23,23,5807,5880,نظام مكافحة جرائم الاتجار بالأشخاص,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4e09c59d-f173-4971-8a38-a9a700f27025/1,data/structured/verbatim_texts/nzam-mkafhh-jraym-alatjar-balashkhas.txt
anti-cybercrime-law,نظام مكافحة جرائم المعلوماتية,ساري,1428/03/08 هـ الموافق : 27/03/2007 مـ,2007-03-27,1428/03/08 هـ الموافق : 27/03/2007 مـ,2007-03-27,1428/03/08 هـ الموافق : 27/03/2007 مـ,2007-03-27,documents/saudi_regulations/official_latest/nzam-mkafhh-jraym-almalwmatyh.pdf,documents/knowledge/saudi_regulations/nzam-mkafhh-jraym-almalwmatyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,16,50,50,7038,7071,نظام مكافحة جرائم المعلوماتية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/25df73d6-0f49-4dc5-b010-a9a700f2ec1d/1,data/structured/verbatim_texts/anti-cybercrime-law.txt
nzam-mkafhh-jrymh-althrsh,نظام مكافحة جريمة التحرش,ساري,1439/09/16 هـ الموافق : 31/05/2018 مـ,2018-05-31,1439/09/23 هـ الموافق : 07/06/2018 مـ,2018-06-07,1439/09/23 هـ الموافق : 07/06/2018 مـ,2018-06-07,documents/saudi_regulations/official_latest/nzam-mkafhh-jrymh-althrsh.pdf,documents/knowledge/saudi_regulations/nzam-mkafhh-jrymh-althrsh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,8,25,25,2860,2863,نظام مكافحة جريمة التحرش,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f9de1b7f-7526-4c44-b9f3-a9f8015cf5b6/1,data/structured/verbatim_texts/nzam-mkafhh-jrymh-althrsh.txt
anti-money-laundering-law,نظام مكافحة غسل الأموال,ساري,1439/02/05 هـ الموافق : 25/10/2017 مـ,2017-10-25,1439/02/05 هـ الموافق : 25/10/2017 مـ,2017-10-25,1439/02/05 هـ الموافق : 25/10/2017 مـ,2017-10-25,documents/saudi_regulations/official_latest/nzam-mkafhh-ghsl-alamwal.pdf,documents/knowledge/saudi_regulations/nzam-mkafhh-ghsl-alamwal.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,52,159,159,30532,30548,نظام مكافحة غسل الأموال,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/0657dfce-95f8-463a-9d87-aa3900ec7b51/1,data/structured/verbatim_texts/anti-money-laundering-law.txt
nzam-mktbh-almlk-abd-alazyz-alaamh,نظام مكتبة الملك عبد العزيز العامة,ساري,1417/01/01 هـ الموافق : 18/05/1996 مـ,1996-05-18,1417/01/01 هـ الموافق : 18/05/1996 مـ,1996-05-18,1417/01/01 هـ الموافق : 18/05/1996 مـ,1996-05-18,documents/saudi_regulations/official_latest/nzam-mktbh-almlk-abd-alazyz-alaamh.pdf,documents/knowledge/saudi_regulations/nzam-mktbh-almlk-abd-alazyz-alaamh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,22,45,45,6456,6460,نظام مكتبة الملك عبد العزيز العامة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/fe1771f7-158f-4570-9bb1-a9a700f16dec/1,data/structured/verbatim_texts/nzam-mktbh-almlk-abd-alazyz-alaamh.txt
nzam-mktbh-almlk-fhd-alwtnyh,نظام مكتبة الملك فهد الوطنية,ساري,1410/01/01 هـ الموافق : 02/08/1989 مـ,1989-08-02,1410/01/01 هـ الموافق : 02/08/1989 مـ,1989-08-02,1410/01/01 هـ الموافق : 02/08/1989 مـ,1989-08-02,documents/saudi_regulations/official_latest/nzam-mktbh-almlk-fhd-alwtnyh.pdf,documents/knowledge/saudi_regulations/nzam-mktbh-almlk-fhd-alwtnyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,12,33,33,4519,4551,نظام مكتبة الملك فهد الوطنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/891a3908-3c1b-4b06-85ac-a9a700f17132/1,data/structured/verbatim_texts/nzam-mktbh-almlk-fhd-alwtnyh.txt
nzam-mlkyh-alwhdat-alaqaryh-wfrzha-widartha,نظام ملكية الوحدات العقارية وفرزها وإدارتها,ساري,1441/07/02 هـ الموافق : 26/02/2020 مـ,2020-02-26,1441/07/18 هـ الموافق : 13/03/2020 مـ,2020-03-13,1441/07/18 هـ الموافق : 13/03/2020 مـ,2020-03-13,documents/saudi_regulations/official_latest/nzam-mlkyh-alwhdat-alaqaryh-wfrzha-widartha.pdf,documents/knowledge/saudi_regulations/nzam-mlkyh-alwhdat-alaqaryh-wfrzha-widartha.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,33,99,99,16174,16174,نظام ملكية الوحدات العقارية وفرزها وإدارتها,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/d19fbfe8-6517-4e8b-b06a-b09000cefe1b/1,data/structured/verbatim_texts/nzam-mlkyh-alwhdat-alaqaryh-wfrzha-widartha.txt
nzam-mntjat-altjmyl,نظام منتجات التجميل,ساري,1436/06/18 هـ الموافق : 07/04/2015 مـ,2015-04-07,1436/07/19 هـ الموافق : 08/05/2015 مـ,2015-05-08,1436/07/19 هـ الموافق : 08/05/2015 مـ,2015-05-08,documents/saudi_regulations/official_latest/nzam-mntjat-altjmyl.pdf,documents/knowledge/saudi_regulations/nzam-mntjat-altjmyl.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,38,42,42,10199,10207,نظام منتجات التجميل,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2682df03-16ab-4d93-b19d-a9a700f2915b/1,data/structured/verbatim_texts/nzam-mntjat-altjmyl.txt
nzam-mhnh-almhasbh-walmrajah,نظام مهنة المحاسبة والمراجعة,ساري,1442/07/27 هـ الموافق : 11/03/2021 مـ,2021-03-11,1442/08/06 هـ الموافق : 19/03/2021 مـ,2021-03-19,1442/08/06 هـ الموافق : 19/03/2021 مـ,2021-03-19,documents/saudi_regulations/official_latest/nzam-mhnh-almhasbh-walmrajah.pdf,documents/knowledge/saudi_regulations/nzam-mhnh-almhasbh-walmrajah.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,22,82,82,9991,9995,نظام مهنة المحاسبة والمراجعة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/6435e205-a7ae-4a8c-9580-ad0000b6bef2/1,data/structured/verbatim_texts/nzam-mhnh-almhasbh-walmrajah.txt
nzam-nza-mlkyh-alaqarat-llmslhh-alaamh-wwda-alyd-almwqt-ala-alaqarat,نظام نزع ملكية العقارات للمصلحة العامة ووضع اليد المؤقت على العقارات,ساري,1447/03/12 هـ الموافق : 04/09/2025 مـ,2025-09-04,1447/03/27 هـ الموافق : 19/09/2025 مـ,2025-09-19,1447/03/27 هـ الموافق : 19/09/2025 مـ,2025-09-19,documents/saudi_regulations/official_latest/nzam-nza-mlkyh-alaqarat-llmslhh-alaamh-wwda-alyd-almwqt-ala-alaqarat.pdf,documents/knowledge/saudi_regulations/nzam-nza-mlkyh-alaqarat-llmslhh-alaamh-wwda-alyd-almwqt-ala-alaqarat.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,39,148,148,23897,23913,نظام نزع ملكية العقارات للمصلحة العامة ووضع اليد المؤقت على العقارات,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/3c547223-8703-41cf-a850-b35c00d3ab9a/1,data/structured/verbatim_texts/nzam-nza-mlkyh-alaqarat-llmslhh-alaamh-wwda-alyd-almwqt-ala-alaqarat.txt
nzam-nqabh-alsyarat,نظام نقابة السيارات,ساري,1372/01/01 هـ الموافق : 20/09/1952 مـ,1952-09-20,1372/01/01 هـ الموافق : 20/09/1952 مـ,1952-09-20,1372/01/01 هـ الموافق : 20/09/1952 مـ,1952-09-20,documents/saudi_regulations/official_latest/nzam-nqabh-alsyarat.pdf,documents/knowledge/saudi_regulations/nzam-nqabh-alsyarat.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,64,76,76,13442,13547,نظام نقابة السيارات,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/cddb94e2-167b-4158-af5f-a9a700f2de58/1,data/structured/verbatim_texts/nzam-nqabh-alsyarat.txt
nzam-nql-alhjaj-ila-almmlkh-wiaadthm-ila-bladhm,نظام نقل الحجاج إلى المملكة وإعادتهم إلى بلادهم,ساري,1425/12/28 هـ الموافق : 08/02/2005 مـ,2005-02-08,1426/02/08 هـ الموافق : 18/03/2005 مـ,2005-03-18,1426/02/08 هـ الموافق : 18/03/2005 مـ,2005-03-18,documents/saudi_regulations/official_latest/nzam-nql-alhjaj-ila-almmlkh-wiaadthm-ila-bladhm.pdf,documents/knowledge/saudi_regulations/nzam-nql-alhjaj-ila-almmlkh-wiaadthm-ila-bladhm.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,24,28,28,8992,9162,نظام نقل الحجاج إلى المملكة وإعادتهم إلى بلادهم,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c57d7f19-9b3e-4161-bb91-a9a700f203fb/1,data/structured/verbatim_texts/nzam-nql-alhjaj-ila-almmlkh-wiaadthm-ila-bladhm.txt
